model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Qwen3-235B-A22B-FP8,python -m sglang.bench_serving --backend sglang --dataset-name random --dataset-path /mnt/ShareGPT_V3_unfiltered_cleaned_split.json --random-input-len 3500 --random-output-len 100 --max-concurrency 200 --num-prompts 200 --request-rate inf --random-range-ratio 1,8x NVIDIA H20,"Benchmarking serving performance (E2E latency, TTFT, ITL) for Qwen3-235B under high load (200 concurrency) to quantify regressions between kernel versions.","Measured Mean ITL of 116.45ms and P99 ITL of 61.45ms on sgl-kernel 0.3.8, compared to 114.61ms and 54.95ms respectively on version 0.3.5.",working,https://github.com/sgl-project/sglang/issues/11997,[Bug] Performance regression in Qwen3-235B caused by DeepGemm version upgrade
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --port=8000 --model-path=Qwen/Qwen3-235B-A22B-Instruct-2507-FP8--tp=8 --attention-backend=fa3 --enable-multimodal --ep-size=8 --host=0.0.0.0,8xH100 80GB HBM3,Start server for Qwen3-235B FP8 to investigate throughput regression relative to FP16 version.,Server started successfully. Used as the backend for benchmarking which later revealed lower than expected throughput (105.98 total tok/s).,working,https://github.com/sgl-project/sglang/issues/9120,[Bug] Throughput Regression for Qwen3-235B-Instruct FP8
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=/root/sglang/profile_log python -m sglang.bench_serving --backend sglang --model Qwen/Qwen3-235B-A22B-Instruct-2507-FP8 --num-prompts 10 --sharegpt-output-len 100 --profile --port=8000,8xH100 80GB HBM3,Benchmark throughput and latency for Qwen3-235B FP8 using the bench_serving script with profiling enabled.,Total token throughput: 105.98 tok/s. Mean E2E Latency: 3043.76 ms. Mean TTFT: 996.19 ms. Results showed a regression compared to the FP16 model (162.87 tok/s) on the same hardware.,working,https://github.com/sgl-project/sglang/issues/9120,[Bug] Throughput Regression for Qwen3-235B-Instruct FP8
nvidia/Qwen3-235B-A22B-FP8,"SGLANG_ENABLE_JIT_DEEPGEMM=1 SGLANG_DEEPEP_NUM_MAX_DISPATCH_TOKENS_PER_RANK=512 MC_TE_METRIC=true python3 -m sglang.launch_server --model-path /models/models--Qwen--Qwen3-235B-A22B-Instruct-2507-FP8/snapshots/ba82a1060073fa0ecdc70d7b1922ec071f60cf3e --dist-init-addr 10.102.207.116:5757 --enable-eplb --expert-distribution-recorder-mode per_token --enable-expert-distribution-metrics --nnodes 2 --node-rank 0 --disable-cuda-graph --disaggregation-ib-device ""mlx5_0,mlx5_1,mlx5_2,mlx5_3,mlx5_4,mlx5_5,mlx5_6,mlx5_7"" --disaggregation-mode decode --prefill-round-robin-balance --tp-size 16 --dp-size 16 --ep-size 16 --enable-dp-attention --decode-log-interval 1 --moe-a2a-backend deepep --host 0.0.0.0 --port 40001 --trust-remote-code --moe-dense-tp-size 1 --enable-dp-lm-head --disable-radix-cache --watchdog-timeout 1000000 --deepep-mode low_latency",H200*8 per machine (2 nodes total),Demonstrate and evaluate Expert Parallel Load Balancing (EPLB) impact on inter-GPU communication load balancing for MoE inference performance. Specifically testing 'per_token' mode for the expert distribution recorder.,"BROKEN: Throws 'AssertionError: assert output_mode == ""file""' in 'sglang/srt/eplb/expert_distribution.py' when using '--expert-distribution-recorder-mode per_token' or 'per_pass'. The user noted it only works normally when set to 'stat' mode.",broken,https://github.com/sgl-project/sglang/issues/13206,[Query & Bug] How to Demonstrate EPLB's Impact on Inter-GPU Communication Load Balancing for Improved MOE Inference Performance?
nvidia/Qwen3-235B-A22B-FP8,python -m sglang.launch_server --model-path /models/Qwen/Qwen3-VL-235B-A22B-Instruct --dp-size 1 --tp-size 4 --port 30000 --trust-remote-code --moe-a2a-backend deepep,4x NVIDIA H200,Testing if Qwen3-VL is compatible with the DeepEP MoE backend in sglang.,BROKEN: Failed with AttributeError: 'DeepEPMoE' object has no attribute 'w13_weight_scale'. The user suspected the model didn't properly inherit from Qwen3Moe or hadn't been adapted for DeepEP.,broken,https://github.com/sgl-project/sglang/issues/11088,[Usage] Qwen3-VL fails to init with DeepEP
nvidia/Qwen3-235B-A22B-FP8,python -m sglang.launch_server --model-path /models/Qwen/Qwen3-VL-235B-A22B-Instruct --dp-size 1 --tp-size 4 --port 30000 --trust-remote-code --moe-a2a-backend deepep,4x NVIDIA H200,Retesting the same configuration after applying a custom patch (vz/fix-qwen3vl-bf16-noquant).,"BROKEN: Model loaded weights successfully this time, but crashed during CUDA graph capture with TypeError: MRotaryEmbedding.forward() got an unexpected keyword argument 'fused_set_kv_buffer_arg'.",broken,https://github.com/sgl-project/sglang/issues/11088,[Usage] Qwen3-VL fails to init with DeepEP
nvidia/Qwen3-235B-A22B-FP8,/usr/bin/python3 -m sglang.launch_server --model-path Qwen/Qwen3-VL-235B-A22B-Instruct-FP8 --host 0.0.0.0 --port 30235 --tp 4 --ep 4 --attention-backend fa3 --mem-fraction-static 0.8 --cuda-graph-max-bs 16,8x NVIDIA H100 80GB HBM3,Reproduce a bug where the Vision Transformer (ViT) component fails to process text in the center of images compared to the official Qwen implementation.,Discrepancy in results: The model was unable to process text information in the center region of images. The user reported it produced different results from vLLM and the official implementation.,broken,https://github.com/sgl-project/sglang/issues/11422,[Bug] Qwen3-VL model produces different results from official website Qwen implementation
nvidia/Qwen3-235B-A22B-FP8,"curl -X POST ""http://localhost:30235/v1/chat/completions"" -H ""Content-Type: application/json"" -d '{
                 ""model"": ""Qwen/Qwen3-VL-235B-A22B-Instruct-FP8"",
                 ""messages"": [
                  {
                   ""role"": ""user"",
                   ""content"": [
                    {
                     ""type"": ""image_url"",
                     ""image_url"": {
                      ""url"": ""https://i0.wp.com/eatingintaipei.com/wp-content/uploads/2024/05/Shilin_night_market_steak_price.jpg""
                     }
                    },
                    {
                     ""type"": ""text"",
                     ""text"": ""Read all the text in the image.""
                    }
                   ]
                  }
                 ],
                 ""max_tokens"": 2048
                }'",8x NVIDIA H100 80GB HBM3,Test the OCR/Vision capabilities of the served model specifically for reading text within an image to verify the reported bug.,The user reported this failed to correctly perceive text in the center of the image prior to a fix in a subsequent sglang commit.,broken,https://github.com/sgl-project/sglang/issues/11422,[Bug] Qwen3-VL model produces different results from official website Qwen implementation
nvidia/Qwen3-235B-A22B-FP8,SGLANG_USE_CUDA_IPC_TRANSPORT=1 python -m sglang.launch_server --model Qwen/Qwen3-VL-235B-A22B-Instruct --tp 8 --port 8000,8x NVIDIA B200,Launch serving for Qwen3-VL-235B multi-modal model to investigate a prefill performance regression on Blackwell GPUs.,Resulted in very slow prefill speeds (TTFT mean ~39.6s) and low input throughput (~38.67 tok/s) when used with the OAI chat backend. Issue was later identified as a regression caused by torch 2.9 update and incorrect cuDNN version.,broken,https://github.com/sgl-project/sglang/issues/14078,[Bug] Qwen3-VL prefill perf regression (very slow)
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --backend sglang-oai-chat --host 127.0.0.1 --port 8000 --model Qwen/Qwen3-VL-235B-A22B-Instruct --dataset-name image --image-count 2 --image-resolution 720p --random-input-len 128 --random-output-len 1024 --num-prompts 5 --max-concurrency 1,8x NVIDIA B200,Benchmark multi-modal prefill and generation performance using the OpenAI API chat backend.,"Confirmed slow performance: Mean E2E Latency 47732.45 ms, Input token throughput 38.67 tok/s. Regression was linked to missing/incorrect cuDNN version for Torch 2.9.",broken,https://github.com/sgl-project/sglang/issues/14078,[Bug] Qwen3-VL prefill perf regression (very slow)
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --backend sglang --host 127.0.0.1 --port 8000 --model Qwen/Qwen3-VL-235B-A22B-Instruct --dataset-name image --image-count 2 --image-resolution 720p --random-input-len 128 --random-output-len 1024 --num-prompts 5 --max-concurrency 1,8x NVIDIA B200,Comparative benchmark using the native 'sglang' backend instead of 'sglang-oai-chat' to narrow down the performance issue.,"Showed significantly better performance (TTFT mean ~117ms, Input throughput ~225.99 tok/s) because this backend configuration bypassed multi-modal (image) processing.",working,https://github.com/sgl-project/sglang/issues/14078,[Bug] Qwen3-VL prefill perf regression (very slow)
nvidia/Qwen3-235B-A22B-FP8,SGLANG_USE_CUDA_IPC_TRANSPORT=1 python -m sglang.launch_server --model Qwen/Qwen3-VL-235B-A22B-Instruct --tp 8 --port 8000,8x NVIDIA B200,Verify fix after manually installing nvidia-cudnn-cu12==9.16.0.29 to resolve torch 2.9 regression.,Regression solved. Performance returned to expected levels (TTFT mean ~195ms at commit 64a1 compared to ~37s during regression).,working,https://github.com/sgl-project/sglang/issues/14078,[Bug] Qwen3-VL prefill perf regression (very slow)
nvidia/Qwen3-235B-A22B-FP8,python -m sglang.launch_server --model-path ./Qwen3-235B-A22B-Thinking-2507-FP8 --port 30000 --trust-remote --host 0.0.0.0 --enable-metrics --tp 8 --mem-fraction-static 0.92 --torch-compile-max-bs 8 --max-running-requests 50 --context-length 131072 --reasoning-parser qwen3,8*4090 (NVIDIA GeForce RTX 4090),Reproducing a bug where the Qwen3-235B FP8 model fails to run on an 8x4090 setup.,Failed to run. Error indicated in the issue description via screenshots (likely hardware/TP incompatibility or memory constraints). A commenter noted that this specific FP8 version does not support tp=8.,broken,https://github.com/sgl-project/sglang/issues/10324,[Bug] Qwen3-235B-A22B-Thinking-2507-FP8 with 8*4090 failed to run
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path ${model_path} --tp 4 --base-gpu-id 0 --enable-hierarchical-cache --hicache-size 120 --hicache-storage-backend file --cuda-graph-max-bs 512 --trust-remote-code --mem-fraction-static 0.7 --enable-metrics --enable-cache-report --port 7001 --enable-metrics --enable-cache-report --watchdog-timeout 1000000 --decode-log-interval 1,8x NVIDIA H20,Launch sglang server for nvidia/Qwen3-235B-A22B-FP8 with Hierarchical Cache (HiCache) enabled using 'file' as the storage backend and tensor parallelism of 4.,"Broken. When used in conjunction with the benchmark script, it leads to a server-side error related to the HiCache storage backend.",broken,https://github.com/sgl-project/sglang/issues/9779,[Bug] HiCache storage backend leads to error when running bench_serving
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --model /mnt/models/Qwen3-235B-A22B-FP8 --dataset-name generated-shared-prefix --gsp-num-groups 64 --gsp-prompts-per-group 16 --gsp-system-prompt-len 8192 --gsp-question-len 512 --gsp-output-len 512 --base-url http://localhost:7001,8x NVIDIA H20,Benchmark serving performance for nvidia/Qwen3-235B-A22B-FP8 using a generated shared-prefix dataset to test cache efficiency.,Triggered an error in the server backend when HiCache was set to 'file' mode. The user sought help to determine if the configuration was incorrect.,broken,https://github.com/sgl-project/sglang/issues/9779,[Bug] HiCache storage backend leads to error when running bench_serving
nvidia/Qwen3-235B-A22B-FP8,uv run python -m sglang.launch_server --model-path $MODELS/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8 --tp-size 4 --ep-size 4 --dp-size 4 --pp-size 2 --enable-dp-attention --port 8000 --trust-remote-code,8x NVIDIA H100 80GB HBM3,Warmup test for a PP+EP+DP inference configuration on a single node before moving to multiple nodes.,BROKEN: The server launches but crashes immediately on the warmup request with AttributeError: 'PPProxyTensors' object has no attribute 'next_token_logits'.,broken,https://github.com/sgl-project/sglang/issues/9805,[Bug] PP+EP+DP+enable-enable-dp-attention crashes
nvidia/Qwen3-235B-A22B-FP8,python -m sglang.launch_server --model-path /mnt/nvme/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8 --tp-size 4 --ep-size 4 --dp-size 4 --pp-size 2 --enable-dp-attention --port 8000 --trust-remote-code,8x NVIDIA H100 80GB HBM3,Verify a fix for the PP+DP compatibility issue during inference.,"EXPERIMENTAL: The command runs and initially serves requests, resolving the previous crash. However, the user reported that the server 'could hang some time' after running requests for a while.",experimental,https://github.com/sgl-project/sglang/issues/9805,[Bug] PP+EP+DP+enable-enable-dp-attention crashes
nvidia/Qwen3-235B-A22B-FP8,"DG_JIT_CACHE_DIR=/root/ SGLANG_DEEPEP_NUM_MAX_DISPATCH_TOKENS_PER_RANK=1024 python3 -m sglang.launch_server --model-path /models/models--Qwen--Qwen3-235B-A22B-Instruct-2507-FP8/snapshots/ba82a1060073fa0ecdc70d7b1922ec071f60cf3e --trust-remote-code --disaggregation-mode prefill --dist-init-addr <HOST_A>:8050 --disaggregation-ib-device mlx5_0,mlx5_1,mlx5_2,mlx5_3,mlx5_4,mlx5_5,mlx5_6,mlx5_7 --nnodes 1 --node-rank 0 --tp 8 --dp 8 --enable-dp-attention --enable-deepep-moe --ep-size 8 --disable-radix-cache --attention-backend fa3 --mem-frac 0.6 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --watchdog-timeout 1000000 --decode-log-interval 1000 --max-running-requests 1024 --disaggregation-bootstrap-port 8998",8×H200 GPUs,Launch a prefill node in a separated Prefill/Decode disaggregation deployment to benchmark performance with high RPS (64) using a random dataset.,Broken: The system hangs at high RPS (64). Prefill node eventually throws a timeout error: 'Prefill bootstrap failed... Request timed out after 300.0s in KVPoll.Bootstrapping'. Logs stop updating.,broken,https://github.com/sgl-project/sglang/issues/10111,[Bug] Hang Issue in Prefill/Decode Separated Mode under High RPS (64) with Random Dataset
nvidia/Qwen3-235B-A22B-FP8,"DG_JIT_CACHE_DIR=/root/ SGLANG_DEEPEP_NUM_MAX_DISPATCH_TOKENS_PER_RANK=512 python3 -m sglang.launch_server --model-path /models/models--Qwen--Qwen3-235B-A22B-Instruct-2507-FP8/snapshots/ba82a1060073fa0ecdc70d7b1922ec071f60cf3e --trust-remote-code --disaggregation-mode decode --dist-init-addr <HOST_B>:8050 --disaggregation-ib-device mlx5_0,mlx5_1,mlx5_2,mlx5_3,mlx5_4,mlx5_5,mlx5_6,mlx5_7 --nnodes 1 --node-rank 0 --tp 8 --dp 8 --enable-dp-attention --enable-deepep-moe --ep-size 8 --disable-radix-cache --attention-backend fa3 --mem-frac 0.7 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1000 --max-running-requests 1024",8×H200 GPUs,Launch a decode node in a separated Prefill/Decode disaggregation deployment to benchmark performance with high RPS (64).,"Broken: Part of a system-wide hang under high RPS (64). While the prefill node shows errors, the decode node's failure to provide KV indices leads to the overall timeout and crash of the request stream.",broken,https://github.com/sgl-project/sglang/issues/10111,[Bug] Hang Issue in Prefill/Decode Separated Mode under High RPS (64) with Random Dataset
nvidia/Qwen3-235B-A22B-FP8,"python -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --tp 8 --context-length 131072 --json-model-override-args '{""max_position_embeddings"": 131072}' --enable-ep-moe",8x NVIDIA H100 80GB HBM3,"Reproducing a hang issue when the model receives specific requests, specifically testing the DeepGEMM implementation with EP-MoE enabled.",Broken. The engine hangs during the prefill batch stage when using DeepGEMM. Log shows it gets stuck at '#new-token: 1823' and remains at 100% GPU utilization without progressing. The issue was traced to a specific DeepGEMM commit and interaction with CUDA 12.6.,broken,https://github.com/sgl-project/sglang/issues/7869,[Bug] Qwen3 235B FP8 hangs when received some specific requests.
nvidia/Qwen3-235B-A22B-FP8,"python3 -m sglang.launch_server --model-path /nfsshare/model-checkpoint/Qwen3-235B-A22B-AWQ/ --trust-remote-code --served-model-name qwen3-235b --api-key xxx --tensor-parallel-size 4 --mem-fraction-static 0.85 --quantization awq_marlin --enable-metrics --host 0.0.0.0 --port 30000 --reasoning-parser qwen3 --tool-call-parser qwen25 --enable-ep-moe --json-model-override-args '{""rope_scaling"":{""rope_type"":""yarn"",""factor"":4.0,""original_max_position_embeddings"":32768}}'","4x GPUs (device_ids: 0, 1, 2, 3) via Docker",Deploying Qwen3-235B-A22B-AWQ using sglang with Expert Parallel (EP) MoE enabled and AWQ Marlin quantization.,BROKEN: Failed with AttributeError: 'AWQMarlinConfig' object has no attribute 'weight_block_size'. The error occurs in the EP MoE implementation when attempting to access quantization configuration attributes.,broken,https://github.com/sgl-project/sglang/issues/6234,[Bug] AttributeError: 'AWQMarlinConfig' object has no attribute 'weight_block_size' when deploying Qwen3-235B-A22B-AWQ
nvidia/Qwen3-235B-A22B-FP8,"python3 -m sglang.launch_server --model-path /nfsshare/model-checkpoint/Qwen3-235B-A22B-AWQ/ --trust-remote-code --served-model-name qwen3-235b --api-key xxx --tensor-parallel-size 4 --mem-fraction-static 0.85 --quantization awq_marlin --enable-metrics --host 0.0.0.0 --port 30000 --reasoning-parser qwen3 --tool-call-parser qwen25 --json-model-override-args '{""rope_scaling"":{""rope_type"":""yarn"",""factor"":4.0,""original_max_position_embeddings"":32768}}'",4x GPUs,Deploying the model without the problematic Expert Parallel (EP) MoE flag to resolve the AttributeError.,"Suggested as a fix by the author (""don't use --enable-ep-moe""). Implicitly allows the model to run by avoiding the code path causing the crash.",working,https://github.com/sgl-project/sglang/issues/6234,[Bug] AttributeError: 'AWQMarlinConfig' object has no attribute 'weight_block_size' when deploying Qwen3-235B-A22B-AWQ
nvidia/Qwen3-235B-A22B-FP8,"DG_JIT_CACHE_DIR=/root/ SGLANG_DEEPEP_NUM_MAX_DISPATCH_TOKENS_PER_RANK=1024 python3 -m sglang.launch_server --model-path /models/models--Qwen--Qwen3-235B-A22B-Instruct-2507-FP8/snapshots/ba82a1060073fa0ecdc70d7b1922ec071f60cf3e --trust-remote-code --disaggregation-mode prefill --dist-init-addr <HOST_A>:8050 --disaggregation-ib-device mlx5_0,mlx5_1,mlx5_2,mlx5_3,mlx5_4,mlx5_5,mlx5_6,mlx5_7 --nnodes 1 --node-rank 0 --tp 8 --dp 8 --enable-dp-attention --enable-deepep-moe --ep-size 8 --disable-radix-cache --attention-backend fa3 --mem-frac 0.6 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --watchdog-timeout 1000000 --decode-log-interval 1000 --max-running-requests 1024 --disaggregation-bootstrap-port 8998",8xH200,Launch prefill node in a disaggregated (prefill/decode separated) execution mode for Qwen 235B FP8 performance benchmarking.,"Broken. At high RPS (64), the system hangs and logs stop updating. Eventually throws 'KVTransferError' and 'Request timed out after 300.0s in KVPoll.Bootstrapping'. This indicates the prefill instance failed to receive KV indices from the decode instance.",broken,https://github.com/sgl-project/sglang/issues/10110,[Bug]
nvidia/Qwen3-235B-A22B-FP8,"DG_JIT_CACHE_DIR=/root/ SGLANG_DEEPEP_NUM_MAX_DISPATCH_TOKENS_PER_RANK=512 python3 -m sglang.launch_server --model-path /models/models--Qwen--Qwen3-235B-A22B-Instruct-2507-FP8/snapshots/ba82a1060073fa0ecdc70d7b1922ec071f60cf3e --trust-remote-code --disaggregation-mode decode --dist-init-addr <HOST_B>:8050 --disaggregation-ib-device mlx5_0,mlx5_1,mlx5_2,mlx5_3,mlx5_4,mlx5_5,mlx5_6,mlx5_7 --nnodes 1 --node-rank 0 --tp 8 --dp 8 --enable-dp-attention --enable-deepep-moe --ep-size 8 --disable-radix-cache --attention-backend fa3 --mem-frac 0.7 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1000 --max-running-requests 1024",8xH200,Launch decode node in a disaggregated execution mode for Qwen 235B FP8 performance benchmarking.,"Broken. System hangs under high load (64 RPS), though it works normally under lower RPS (4 or 8). The decode node likely fails to communicate KV indices back to the prefill node fast enough, leading to timeouts.",broken,https://github.com/sgl-project/sglang/issues/10110,[Bug]
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model Qwen/Qwen3-235B-A22B-FP8 --tp 4 --reasoning-parser qwen3,Not explicitly specified in description (assumed H100/H200 based on FP8 requirement),Template command for deploying the FP8 version of Qwen 3 with reasoning capabilities.,"Considered a valid configuration; however, some users reported OOM depending on available VRAM.",working,https://github.com/sgl-project/sglang/issues/5858,[Tracker] Qwen 3 deployment
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model Qwen/Qwen3-235B-A22B-FP8 --tp 8  --reasoning-parser qwen3 --enable-ep-moe,8 GPUs (reported as problematic or requiring specific tuning by users),Template command for deploying the FP8 version with 8-way tensor parallelism and Expert Parallelism for MoE.,Broken/Invalid for some users: TP=8 is reported as invalid because the MoE inter-size/weight scale shape (12) and num_key_value_heads (4) are not divisible by 8. Users encountered errors during launch.,broken,https://github.com/sgl-project/sglang/issues/5858,[Tracker] Qwen 3 deployment
nvidia/Qwen3-235B-A22B-FP8,LD_LIBRARY_PATH=/opt/conda/lib/python3.11/site-packages/nvidia/cuda_nvrtc/lib:${LD_LIBRARY_PATH} python -m sglang.launch_server --model-path llm/Qwen/Qwen3-235B-A22B-FP8 --dp 2 --tp 2 --ep-size 2 --enable-ep-moe --context-length 16000 --host 0.0.0.0 --port 30001 --random-seed 1313,4x NVIDIA H200,"Attempting to run FP8 model with DP=2, TP=2, and EP=2.",Failed with `Exception: Capture cuda graph failed: Cannot find any available NVCC compiler`. User noted it was fixed by setting `SGL_ENABLE_JIT_DEEPGEMM=0`.,broken,https://github.com/sgl-project/sglang/issues/5858,[Tracker] Qwen 3 deployment
nvidia/Qwen3-235B-A22B-FP8,HF_DATASETS_OFFLINE=1 TRANSFORMERS_OFFLINE=1 HF_EVALUATE_OFFLINE=1 HF_HUB_OFFLINE=1 NCCL_IB_GID_INDEX=3 NCCL_DEBUG=INFO SGL_ENABLE_JIT_DEEPGEMM=0 python3 -m sglang.launch_server --model-path {path_to_your_model_hub_dir}/Qwen3-235B-A22B-FP8 --tp 4 --dp 4 --port 38106 --trust-remote-code --dist-init-addr ${MASTER_IP}:${MASTER_PORT} --node-rank ${RANK} --host 0.0.0.0 --nnodes 2 --enable-metrics --mem-fraction-static 0.8 --max-running-requests 2048 --served-model-name qwen3_235b_a22b_fp8 --enable-dp-attention --chunked-prefill-size 4096,"2 nodes, 8 GPUs total (TP 4, DP 4)",Multi-node deployment with DP-attention and JIT DeepGEMM disabled.,Working. Setting `SGL_ENABLE_JIT_DEEPGEMM=0` and using `tp 4` resolved issues seen at `tp 8`.,working,https://github.com/sgl-project/sglang/issues/5858,[Tracker] Qwen 3 deployment
nvidia/Qwen3-235B-A22B-FP8,"python3 -m sglang.launch_server --model /models/Qwen3-235B-A22B-FP8 --tp 8  --mem-fraction 0.7 --reasoning-parser qwen3 --enable-ep-moe --json-model-override-args '{""rope_scaling"":{""rope_type"":""yarn"",""factor"":4.0,""original_max_position_embeddings"":32768}}'  --host 0.0.0.0 --port 9997 --served-model-name DeepSeek-R1 --context-len 131072 --chunked-prefill-size 32768",8x 48GB GPUs,Deploying with very high context length (128k) using RoPE scaling overrides and expert parallelism.,"Working, but user noted potential quality issues (missing words in summaries) when processing large volumes of Chinese text (~100k characters).",working,https://github.com/sgl-project/sglang/issues/5858,[Tracker] Qwen 3 deployment
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode prefill --dist-init-addr 10.130.8.138:40050 --nnodes 2 --node-rank 0 --tp 16 --dp 16 --enable-dp-attention --enable-deepep-moe --ep-size 16 --disable-radix-cache --mem-frac 0.8 --deepep-mode normal --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Prefill instance) with DP + EP + DeepEP method on node 0.,"Stuck during decoding when input/output is 2048/2048, though it runs normally for 1024/1024.",broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode prefill --dist-init-addr 10.130.8.138:40050 --nnodes 2 --node-rank 1 --tp 16 --dp 16 --enable-dp-attention --enable-deepep-moe --ep-size 16 --disable-radix-cache --mem-frac 0.8 --deepep-mode normal --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Prefill instance) with DP + EP + DeepEP method on node 1.,Stuck during decoding when input/output is 2048/2048.,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode decode --dist-init-addr 10.130.8.143:8050 --nnodes 4 --node-rank 0 --tp 32 --dp 32 --enable-dp-attention --enable-deepep-moe --ep-size 32 --disable-radix-cache --mem-frac 0.8 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Decode instance) with DP + EP + DeepEP method on node 0 with low_latency mode.,The Decode instance gets stuck during high load (2048 input/output tokens).,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode decode --dist-init-addr 10.130.8.143:8050 --nnodes 4 --node-rank 1 --tp 32 --dp 32 --enable-dp-attention --enable-deepep-moe --ep-size 32 --disable-radix-cache --mem-frac 0.8 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Decode instance) on node 1.,Stuck behavior observed.,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode decode --dist-init-addr 10.130.8.143:8050 --nnodes 4 --node-rank 2 --tp 32 --dp 32 --enable-dp-attention --enable-deepep-moe --ep-size 32 --disable-radix-cache --mem-frac 0.8 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Decode instance) on node 2.,Stuck behavior observed.,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
